URI,rdf-schema#label,rdf-schema#comment,assembly_label,assembly,automobilePlatform_label,automobilePlatform,bodyStyle_label,bodyStyle,class_label,class,designCompany_label,designCompany,designer_label,designer,engine_label,engine,fuelCapacity,height,layout_label,layout,length,manufacturer_label,manufacturer,modelEndYear,modelStartYear,parentCompany_label,parentCompany,predecessor_label,predecessor,productionEndDate,productionEndYear,productionStartDate,productionStartYear,relatedMeanOfTransportation_label,relatedMeanOfTransportation,sales_label,sales,successor_label,successor,thumbnail_label,thumbnail,transmission,variantOf_label,variantOf,vehicle_label,vehicle,weight,wheelbase,width,point,22-rdf-syntax-ns#type_label,22-rdf-syntax-ns#type,wgs84_pos#lat,wgs84_pos#long,depiction_label,depiction,name
URI,http://www.w3.org/2000/01/rdf-schema#label,http://www.w3.org/2000/01/rdf-schema#comment,http://dbpedia.org/ontology/assembly,http://dbpedia.org/ontology/assembly,http://dbpedia.org/ontology/automobilePlatform,http://dbpedia.org/ontology/automobilePlatform,http://dbpedia.org/ontology/bodyStyle,http://dbpedia.org/ontology/bodyStyle,http://dbpedia.org/ontology/class,http://dbpedia.org/ontology/class,http://dbpedia.org/ontology/designCompany,http://dbpedia.org/ontology/designCompany,http://dbpedia.org/ontology/designer,http://dbpedia.org/ontology/designer,http://dbpedia.org/ontology/engine,http://dbpedia.org/ontology/engine,http://dbpedia.org/ontology/fuelCapacity,http://dbpedia.org/ontology/height,http://dbpedia.org/ontology/layout,http://dbpedia.org/ontology/layout,http://dbpedia.org/ontology/length,http://dbpedia.org/ontology/manufacturer,http://dbpedia.org/ontology/manufacturer,http://dbpedia.org/ontology/modelEndYear,http://dbpedia.org/ontology/modelStartYear,http://dbpedia.org/ontology/parentCompany,http://dbpedia.org/ontology/parentCompany,http://dbpedia.org/ontology/predecessor,http://dbpedia.org/ontology/predecessor,http://dbpedia.org/ontology/productionEndDate,http://dbpedia.org/ontology/productionEndYear,http://dbpedia.org/ontology/productionStartDate,http://dbpedia.org/ontology/productionStartYear,http://dbpedia.org/ontology/relatedMeanOfTransportation,http://dbpedia.org/ontology/relatedMeanOfTransportation,http://dbpedia.org/ontology/sales,http://dbpedia.org/ontology/sales,http://dbpedia.org/ontology/successor,http://dbpedia.org/ontology/successor,http://dbpedia.org/ontology/thumbnail,http://dbpedia.org/ontology/thumbnail,http://dbpedia.org/ontology/transmission,http://dbpedia.org/ontology/variantOf,http://dbpedia.org/ontology/variantOf,http://dbpedia.org/ontology/vehicle,http://dbpedia.org/ontology/vehicle,http://dbpedia.org/ontology/weight,http://dbpedia.org/ontology/wheelbase,http://dbpedia.org/ontology/width,http://www.georss.org/georss/point,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2003/01/geo/wgs84_pos#lat,http://www.w3.org/2003/01/geo/wgs84_pos#long,http://xmlns.com/foaf/0.1/depiction,http://xmlns.com/foaf/0.1/depiction,http://xmlns.com/foaf/0.1/name
URI,XMLSchema#string,XMLSchema#string,XMLSchema#string,owl#Thing,XMLSchema#string,Automobile,XMLSchema#string,owl#Thing,XMLSchema#string,owl#Thing,XMLSchema#string,Company,XMLSchema#string,Person,XMLSchema#string,AutomobileEngine,XMLSchema#double,XMLSchema#double,XMLSchema#string,owl#Thing,XMLSchema#double,XMLSchema#string,Organisation,XMLSchema#gYear,XMLSchema#gYear,XMLSchema#string,Company,XMLSchema#string,owl#Thing,XMLSchema#date,XMLSchema#gYear,XMLSchema#date,XMLSchema#gYear,XMLSchema#string,MeanOfTransportation,XMLSchema#string,Sales,XMLSchema#string,owl#Thing,XMLSchema#string,owl#Thing,XMLSchema#string,XMLSchema#string,owl#Thing,XMLSchema#string,Automobile,XMLSchema#double,XMLSchema#double,XMLSchema#double,XMLSchema#string,XMLSchema#string,owl#Class,XMLSchema#float,XMLSchema#float,XMLSchema#string,owl#Thing,XMLSchema#string
http://www.w3.org/2002/07/owl#Thing,http://www.w3.org/2001/XMLSchema#string,http://www.w3.org/2001/XMLSchema#string,http://www.w3.org/2001/XMLSchema#string,http://www.w3.org/2002/07/owl#Thing,http://www.w3.org/2001/XMLSchema#string,http://dbpedia.org/ontology/Automobile,http://www.w3.org/2001/XMLSchema#string,http://www.w3.org/2002/07/owl#Thing,http://www.w3.org/2001/XMLSchema#string,http://www.w3.org/2002/07/owl#Thing,http://www.w3.org/2001/XMLSchema#string,http://dbpedia.org/ontology/Company,http://www.w3.org/2001/XMLSchema#string,http://dbpedia.org/ontology/Person,http://www.w3.org/2001/XMLSchema#string,http://dbpedia.org/ontology/AutomobileEngine,http://www.w3.org/2001/XMLSchema#double,http://www.w3.org/2001/XMLSchema#double,http://www.w3.org/2001/XMLSchema#string,http://www.w3.org/2002/07/owl#Thing,http://www.w3.org/2001/XMLSchema#double,http://www.w3.org/2001/XMLSchema#string,http://dbpedia.org/ontology/Organisation,http://www.w3.org/2001/XMLSchema#gYear,http://www.w3.org/2001/XMLSchema#gYear,http://www.w3.org/2001/XMLSchema#string,http://dbpedia.org/ontology/Company,http://www.w3.org/2001/XMLSchema#string,http://www.w3.org/2002/07/owl#Thing,http://www.w3.org/2001/XMLSchema#date,http://www.w3.org/2001/XMLSchema#gYear,http://www.w3.org/2001/XMLSchema#date,http://www.w3.org/2001/XMLSchema#gYear,http://www.w3.org/2001/XMLSchema#string,http://dbpedia.org/ontology/MeanOfTransportation,http://www.w3.org/2001/XMLSchema#string,http://dbpedia.org/ontology/Sales,http://www.w3.org/2001/XMLSchema#string,http://www.w3.org/2002/07/owl#Thing,http://www.w3.org/2001/XMLSchema#string,http://www.w3.org/2002/07/owl#Thing,http://www.w3.org/2001/XMLSchema#string,http://www.w3.org/2001/XMLSchema#string,http://www.w3.org/2002/07/owl#Thing,http://www.w3.org/2001/XMLSchema#string,http://dbpedia.org/ontology/Automobile,http://www.w3.org/2001/XMLSchema#double,http://www.w3.org/2001/XMLSchema#double,http://www.w3.org/2001/XMLSchema#double,http://www.w3.org/2001/XMLSchema#string,http://www.w3.org/2001/XMLSchema#string,http://www.w3.org/2002/07/owl#Class,http://www.w3.org/2001/XMLSchema#float,http://www.w3.org/2001/XMLSchema#float,http://www.w3.org/2001/XMLSchema#string,http://www.w3.org/2002/07/owl#Thing,http://www.w3.org/2001/XMLSchema#string
